token,n,logprob
audit,54.0,-7.06169958831012
problema,31.0,-7.616696430389248
reactions,12.0,-8.565776985086394
releases,31.0,-7.616696430389248
objections,7.0,-9.10477348581908
accurately,42.0,-7.313014016591025
dir,14.0,-8.411626305259135
maya,49.0,-7.158863336763767
tradesmen,7.0,-9.10477348581908
encompasses,15.0,-8.342633433772184
acted,10.0,-8.748098541880347
shanab,7.0,-9.10477348581908
bachelor's,22.0,-7.959641181516078
streetwear,14.0,-8.411626305259135
laundromats,6.0,-9.25892416564634
visto,18.0,-8.160311876978229
photoshop,19.0,-8.106244655707954
gyungin,7.0,-9.10477348581908
wired,7.0,-9.10477348581908
drones,18.0,-8.160311876978229
germany,113.0,-6.323295816162053
amigable,7.0,-9.10477348581908
comprises,14.0,-8.411626305259135
emprendedora,6.0,-9.25892416564634
yahoo.de,9.0,-8.853459057538174
175,20.0,-8.054951361320402
30th,28.0,-7.71847912469919
tesovnikova,9.0,-8.853459057538174
izzy,16.0,-8.278094912634613
warrant,9.0,-8.853459057538174
determination,97.0,-6.475972656371011
sincerity,7.0,-9.10477348581908
crowdfunding,171.0,-5.909020078371734
webseite,6.0,-9.25892416564634
china,274.0,-5.437555528486324
appliances,14.0,-8.411626305259135
00923463305326,6.0,-9.25892416564634
exist,149.0,-6.046737328928935
5933,10.0,-8.748098541880347
approve,30.0,-7.649486253212238
pksf,10.0,-8.748098541880347
scattered,14.0,-8.411626305259135
electronically,10.0,-8.748098541880347
jennifer,304.0,-5.333655933468172
savvy,67.0,-6.845991015483428
haircuts,8.0,-8.971242093194558
money,2784.0,-3.1190396134200835
paragraph,51.0,-7.118858002150068
bullets,9.0,-8.853459057538174
1925,6.0,-9.25892416564634
materiales,7.0,-9.10477348581908
workload,30.0,-7.649486253212238
alexander,84.0,-6.61986683603108
curves,6.0,-9.25892416564634
envisions,6.0,-9.25892416564634
outset,11.0,-8.652788362076024
protocols,6.0,-9.25892416564634
bills,230.0,-5.612604325951199
randomly,17.0,-8.217470290818177
eng,8.0,-8.971242093194558
advantages,80.0,-6.668657000200512
cut,216.0,-5.675405227190229
hampshire,9.0,-8.853459057538174
freshness,6.0,-9.25892416564634
irrigation,16.0,-8.278094912634613
5676,12.0,-8.565776985086394
doors,114.0,-6.3144851864798985
gently,7.0,-9.10477348581908
ghana,86.0,-6.596336338620886
outpatient,45.0,-7.244021145104074
assistant,133.0,-6.16033450665264
process.by,7.0,-9.10477348581908
nuevamente,8.0,-8.971242093194558
projected,36.0,-7.467164696418283
originals,6.0,-9.25892416564634
croatia,8.0,-8.971242093194558
politicians,7.0,-9.10477348581908
folding,6.0,-9.25892416564634
sería,39.0,-7.387121988744747
applaud,29.0,-7.68338780488792
approval,67.0,-6.845991015483428
breakers,9.0,-8.853459057538174
paradigm,21.0,-8.006161197150972
treatments,17.0,-8.217470290818177
347.742.3682,7.0,-9.10477348581908
av,12.0,-8.565776985086394
yancey,12.0,-8.565776985086394
funnels,19.0,-8.106244655707954
mariama,11.0,-8.652788362076024
prescribed,6.0,-9.25892416564634
developping,6.0,-9.25892416564634
grand,81.0,-6.656234480201955
collection,110.0,-6.350203269081978
answered,133.0,-6.16033450665264
monetized,6.0,-9.25892416564634
programmes,15.0,-8.342633433772184
568,6.0,-9.25892416564634
enriching,24.0,-7.872629804526448
1120,6.0,-9.25892416564634
ipad,31.0,-7.616696430389248
amol,40.0,-7.3618041807604575
precision,11.0,-8.652788362076024
leadership,477.0,-4.883167143986053
usability,10.0,-8.748098541880347
interpreter,14.0,-8.411626305259135
optimizing,37.0,-7.439765722230169
interviewed,27.0,-7.754846768870065
www.dthanda.com,48.0,-7.179482623966503
wt,17.0,-8.217470290818177
playing,105.0,-6.39672328471687
2009,70.0,-6.802188392825035
amount,799.0,-4.36732268910812
belly,14.0,-8.411626305259135
uncomfortable,33.0,-7.5541760734079135
deviprasad,15.0,-8.342633433772184
ecstatic,6.0,-9.25892416564634
flattered,14.0,-8.411626305259135
hines,32.0,-7.584947732074667
anticipated,78.0,-6.693974808184802
spotify,9.0,-8.853459057538174
tweaked,12.0,-8.565776985086394
344,7.0,-9.10477348581908
estaré,16.0,-8.278094912634613
award.follow,11.0,-8.652788362076024
vegetables,58.0,-6.990240624327974
corporation,176.0,-5.880199639836242
naubin,6.0,-9.25892416564634
bones,12.0,-8.565776985086394
difficulty,148.0,-6.053471361110279
plugins,13.0,-8.485734277412858
transferred,18.0,-8.160311876978229
groupe,6.0,-9.25892416564634
embrace,40.0,-7.3618041807604575
restricted,16.0,-8.278094912634613
psychotherapist,6.0,-9.25892416564634
sacramento,9.0,-8.853459057538174
aristotle,18.0,-8.160311876978229
fb.me,6.0,-9.25892416564634
booz,13.0,-8.485734277412858
libro,6.0,-9.25892416564634
analyst,95.0,-6.4968067432738525
upstate,26.0,-7.792587096852912
selfless,16.0,-8.278094912634613
missed,236.0,-5.586851829848784
unprofessional,25.0,-7.831807810006193
computers,68.0,-6.831175929698287
inspirations,6.0,-9.25892416564634
legs,20.0,-8.054951361320402
smartphones,7.0,-9.10477348581908
bertin,13.0,-8.485734277412858
hugh,18.0,-8.160311876978229
holding,159.0,-5.981779432654162
tiwa,9.0,-8.853459057538174
rome,7.0,-9.10477348581908
macarena,11.0,-8.652788362076024
endorsing,6.0,-9.25892416564634
summarizes,9.0,-8.853459057538174
formar,7.0,-9.10477348581908
vende,8.0,-8.971242093194558
importation,15.0,-8.342633433772184
blurb,6.0,-9.25892416564634
learns,6.0,-9.25892416564634
conferring,6.0,-9.25892416564634
evokio,9.0,-8.853459057538174
warehouses,18.0,-8.160311876978229
incentive,70.0,-6.802188392825035
bit,1986.0,-3.456805790269276
facilitation,17.0,-8.217470290818177
hospice,6.0,-9.25892416564634
plenty,170.0,-5.914885197824132
ak,50.0,-7.138660629446248
caterina,6.0,-9.25892416564634
geography,29.0,-7.68338780488792
escalate,6.0,-9.25892416564634
desserts,11.0,-8.652788362076024
malaysia,23.0,-7.9151894189452445
disadvantages,9.0,-8.853459057538174
listings,38.0,-7.413097475148008
sushma,19.0,-8.106244655707954
931,14.0,-8.411626305259135
slowed,17.0,-8.217470290818177
konde,7.0,-9.10477348581908
interesada,13.0,-8.485734277412858
involve,111.0,-6.341153433562059
expereinced,9.0,-8.853459057538174
pad,6.0,-9.25892416564634
ppt's,8.0,-8.971242093194558
argentina,31.0,-7.616696430389248
additives,18.0,-8.160311876978229
incorporate,155.0,-6.007258517955147
angellist,9.0,-8.853459057538174
nonetheless,36.0,-7.467164696418283
lamps,9.0,-8.853459057538174
troubled,8.0,-8.971242093194558
asap,186.0,-5.8249369611611925
bonne,10.0,-8.748098541880347
spend,837.0,-4.320859564384919
www.tab,6.0,-9.25892416564634
convinced,114.0,-6.3144851864798985
intellitech.pro,11.0,-8.652788362076024
aliexpress,11.0,-8.652788362076024
resolved,29.0,-7.68338780488792
310.948.0510,7.0,-9.10477348581908
jesus,40.0,-7.3618041807604575
pooja,24.0,-7.872629804526448
boroughs,7.0,-9.10477348581908
severance,14.0,-8.411626305259135
comma,10.0,-8.748098541880347
trendy,26.0,-7.792587096852912
brianvent.bv,14.0,-8.411626305259135
blomfield,6.0,-9.25892416564634
1988,16.0,-8.278094912634613
turnarounds,13.0,-8.485734277412858
alin_gebescu,8.0,-8.971242093194558
microsoft,92.0,-6.528895057825354
muhammad,16.0,-8.278094912634613
dicuss,6.0,-9.25892416564634
270,17.0,-8.217470290818177
teens,32.0,-7.584947732074667
grower,7.0,-9.10477348581908
tighten,11.0,-8.652788362076024
katharina,22.0,-7.959641181516078
thou,13.0,-8.485734277412858
repurposing,6.0,-9.25892416564634
describe,220.0,-5.657056088522032
recognizable,10.0,-8.748098541880347
play.google.com,20.0,-8.054951361320402
peloton,10.0,-8.748098541880347
coded,11.0,-8.652788362076024
appears,149.0,-6.046737328928935
boosted,7.0,-9.10477348581908
d'ivoire,7.0,-9.10477348581908
intends,24.0,-7.872629804526448
wine,79.0,-6.681235782407373
smoothies,8.0,-8.971242093194558
olalekan,13.0,-8.485734277412858
kirkpatrick,16.0,-8.278094912634613
truthfully,16.0,-8.278094912634613
manifest,8.0,-8.971242093194558
concern,270.0,-5.452261675876019
exploit,20.0,-8.054951361320402
icons,10.0,-8.748098541880347
reinvent,24.0,-7.872629804526448
emprendedores,17.0,-8.217470290818177
área,22.0,-7.959641181516078
75000,10.0,-8.748098541880347
advertisers,36.0,-7.467164696418283
canales,6.0,-9.25892416564634
streams,102.0,-6.425710821590123
srinivason,7.0,-9.10477348581908
journalists,10.0,-8.748098541880347
children,409.0,-5.036968478831592
parisa,21.0,-8.006161197150972
grab,81.0,-6.656234480201955
safiya,18.0,-8.160311876978229
shutdowns,10.0,-8.748098541880347
lengthy,39.0,-7.387121988744747
tanisha,48.0,-7.179482623966503
knock,25.0,-7.831807810006193
aplicación,10.0,-8.748098541880347
assuming,160.0,-5.975509819640567
tosha,7.0,-9.10477348581908
saba,17.0,-8.217470290818177
venturing,39.0,-7.387121988744747
extremely,539.0,-4.760968063965397
jami,14.0,-8.411626305259135
wth,11.0,-8.652788362076024
rashel,23.0,-7.9151894189452445
zealand,64.0,-6.891800551514722
porque,50.0,-7.138660629446248
afriyei,8.0,-8.971242093194558
guardians,8.0,-8.971242093194558
mid,226.0,-5.630148635602108
matos,61.0,-6.939809770701083
disinfectant,10.0,-8.748098541880347
brochure,48.0,-7.179482623966503
apply,391.0,-5.081976074889028
manipulate,22.0,-7.959641181516078
bold,43.0,-7.289483519180831
647,27.0,-7.754846768870065
compliments,51.0,-7.118858002150068
grips,16.0,-8.278094912634613
dana,15.0,-8.342633433772184
blast,20.0,-8.054951361320402
cream,41.0,-7.337111568170086
payed,15.0,-8.342633433772184
methodology,48.0,-7.179482623966503
privilege,55.0,-7.043350449641923
michelle,115.0,-6.305751506511144
informing,11.0,-8.652788362076024
anytime,760.0,-4.417365201594017
alvin,38.0,-7.413097475148008
sit,163.0,-5.956933434067632
violent,14.0,-8.411626305259135
rough,99.0,-6.4555637847398035
9524,6.0,-9.25892416564634
chi,18.0,-8.160311876978229
ideology,6.0,-9.25892416564634
roses,8.0,-8.971242093194558
928,12.0,-8.565776985086394
qualifying,13.0,-8.485734277412858
eliminated,16.0,-8.278094912634613
solución,7.0,-9.10477348581908
ahnaysatori,6.0,-9.25892416564634
janina,14.0,-8.411626305259135
sender,9.0,-8.853459057538174
sawhney,6.0,-9.25892416564634
leasing,47.0,-7.200536033164335
butter,74.0,-6.746618541670224
bought,211.0,-5.6988255013983276
wolkswagen,10.0,-8.748098541880347
checkout,40.0,-7.3618041807604575
embedded,25.0,-7.831807810006193
hurricane,6.0,-9.25892416564634
shipping,273.0,-5.4412118396894344
confusing,74.0,-6.746618541670224
gupta,39.0,-7.387121988744747
naive,38.0,-7.413097475148008
topical,7.0,-9.10477348581908
videofusion100,10.0,-8.748098541880347
posed,14.0,-8.411626305259135
tavis,11.0,-8.652788362076024
pablo,51.0,-7.118858002150068
trabajé,6.0,-9.25892416564634
100x,6.0,-9.25892416564634
daily,429.0,-4.989226715946376
appreciates,9.0,-8.853459057538174
podcasters,12.0,-8.565776985086394
bitter,7.0,-9.10477348581908
ali,83.0,-6.631843027077796
oem,9.0,-8.853459057538174
tarek,6.0,-9.25892416564634
cannabis,22.0,-7.959641181516078
structured,97.0,-6.475972656371011
survived,8.0,-8.971242093194558
scaled,16.0,-8.278094912634613
smells,9.0,-8.853459057538174
nylon,12.0,-8.565776985086394
begun,89.0,-6.562047265142254
automotive,91.0,-6.539824128357544
aber,6.0,-9.25892416564634
switzerland,12.0,-8.565776985086394
monahan,8.0,-8.971242093194558
7th,50.0,-7.138660629446248
acuerdo,18.0,-8.160311876978229
resend,29.0,-7.68338780488792
helen,49.0,-7.158863336763767
aiming,69.0,-6.8165771302771345
sunday,437.0,-4.970750439778803
qb,11.0,-8.652788362076024
amusements,10.0,-8.748098541880347
gratitude,51.0,-7.118858002150068
poured,8.0,-8.971242093194558
called,1268.0,-3.9054874998772227
unexpected,37.0,-7.439765722230169
teresa,187.0,-5.819575018019807
mert,44.0,-7.266494000956133
upwork.com,56.0,-7.0253319441392446
impulsar,7.0,-9.10477348581908
classic,49.0,-7.158863336763767
engg,76.0,-6.719950294588062
yolo,10.0,-8.748098541880347
rfps,6.0,-9.25892416564634
metric,11.0,-8.652788362076024
funded,131.0,-6.175486311673242
opencv,9.0,-8.853459057538174
martin,407.0,-5.041870449431799
ranges,21.0,-8.006161197150972
baking,31.0,-7.616696430389248
1974,9.0,-8.853459057538174
submarine,7.0,-9.10477348581908
"150,000.00",14.0,-8.411626305259135
papi,8.0,-8.971242093194558
attracts,23.0,-7.9151894189452445
seo.i,15.0,-8.342633433772184
native,69.0,-6.8165771302771345
straightened,13.0,-8.485734277412858
treatment,54.0,-7.06169958831012
nda,52.0,-7.099439916292966
harm,21.0,-8.006161197150972
heading,91.0,-6.539824128357544
irvine,11.0,-8.652788362076024
ronal,8.0,-8.971242093194558
clutter,10.0,-8.748098541880347
mo,46.0,-7.222042238385299
curiosity,35.0,-7.49533557338498
revenues,116.0,-6.297093443768029
pork,14.0,-8.411626305259135
synthetic,6.0,-9.25892416564634
nava,13.0,-8.485734277412858
cancer,63.0,-6.907548908482861
ga's,15.0,-8.342633433772184
tech,628.0,-4.608143468406195
geek,8.0,-8.971242093194558
karthik,11.0,-8.652788362076024
films,38.0,-7.413097475148008
escuchar,10.0,-8.748098541880347
mouse,16.0,-8.278094912634613
drink,97.0,-6.475972656371011
prosperity,42.0,-7.313014016591025
parties,147.0,-6.060251048095657
dived,6.0,-9.25892416564634
informally,10.0,-8.748098541880347
improvements,102.0,-6.425710821590123
favors,8.0,-8.971242093194558
located,411.0,-5.032090420378159
wild,35.0,-7.49533557338498
aspire,24.0,-7.872629804526448
bronx,22.0,-7.959641181516078
mail,1003.0,-4.139932846912458
presentation,325.0,-5.266858452544656
guns,19.0,-8.106244655707954
franchises,39.0,-7.387121988744747
explanations,15.0,-8.342633433772184
proven,179.0,-5.863297829033638
strike,27.0,-7.754846768870065
striving,41.0,-7.337111568170086
crack,13.0,-8.485734277412858
interesa,29.0,-7.68338780488792
steady,152.0,-6.026803114028118
resell,29.0,-7.68338780488792
astute,12.0,-8.565776985086394
bedroom,11.0,-8.652788362076024
photographer,65.0,-6.8762963649787565
sorely,10.0,-8.748098541880347
donde,72.0,-6.774017515858338
sharika,12.0,-8.565776985086394
produced,139.0,-6.116209701743702
personalization,6.0,-9.25892416564634
adversity,9.0,-8.853459057538174
rocha,6.0,-9.25892416564634
pilot,70.0,-6.802188392825035
aditi,12.0,-8.565776985086394
ability,411.0,-5.032090420378159
metros,6.0,-9.25892416564634
pvc,11.0,-8.652788362076024
copywriting,42.0,-7.313014016591025
gemstones,11.0,-8.652788362076024
shahi,54.0,-7.06169958831012
stone,62.0,-6.9235492498293025
jibhunt,6.0,-9.25892416564634
casanas,6.0,-9.25892416564634
lord,10.0,-8.748098541880347
matrimonial,6.0,-9.25892416564634
balls,21.0,-8.006161197150972
surround,28.0,-7.71847912469919
expectations,204.0,-5.732563641030177
3391,6.0,-9.25892416564634
160cm,8.0,-8.971242093194558
snow,20.0,-8.054951361320402
ux,45.0,-7.244021145104074
ligne,6.0,-9.25892416564634
backlog,10.0,-8.748098541880347
you.please,6.0,-9.25892416564634
sandwich,10.0,-8.748098541880347
up's,8.0,-8.971242093194558
24,305.0,-5.330371858266982
design,1719.0,-3.6011856294915447
shibuya,24.0,-7.872629804526448
0,181.0,-5.852186603608568
convinient,9.0,-8.853459057538174
dropshipped,8.0,-8.971242093194558
flavors,24.0,-7.872629804526448
bot,12.0,-8.565776985086394
talk,4042.0,-2.7461887369108275
0496,7.0,-9.10477348581908
folds,10.0,-8.748098541880347
intentional,11.0,-8.652788362076024
barb,11.0,-8.652788362076024
advert,23.0,-7.9151894189452445
24hr,8.0,-8.971242093194558
buck,16.0,-8.278094912634613
websight,9.0,-8.853459057538174
z01bklpg37e,7.0,-9.10477348581908
beach,83.0,-6.631843027077796
relaunching,6.0,-9.25892416564634
holmes,9.0,-8.853459057538174
kent,8.0,-8.971242093194558
shalethia,12.0,-8.565776985086394
ssl,6.0,-9.25892416564634
vat,18.0,-8.160311876978229
incorrectly,15.0,-8.342633433772184
gusta,23.0,-7.9151894189452445
wolkomir,20.0,-8.054951361320402
2919,13.0,-8.485734277412858
prepaid,10.0,-8.748098541880347
mieux,6.0,-9.25892416564634
leases,25.0,-7.831807810006193
trouble,325.0,-5.266858452544656
belongings,7.0,-9.10477348581908
publishing,214.0,-5.684707619852542
reminder,63.0,-6.907548908482861
216,18.0,-8.160311876978229
fin,21.0,-8.006161197150972
gratefully,19.0,-8.106244655707954
outlook,58.0,-6.990240624327974
yellow,20.0,-8.054951361320402
roberto,29.0,-7.68338780488792
estudios,13.0,-8.485734277412858
5.30,13.0,-8.485734277412858
ellos,42.0,-7.313014016591025
pin,40.0,-7.3618041807604575
20th,48.0,-7.179482623966503
chase,54.0,-7.06169958831012
tax,518.0,-4.800708392614911
resolver,6.0,-9.25892416564634
dreaming,30.0,-7.649486253212238
noche,8.0,-8.971242093194558
editors,10.0,-8.748098541880347
faith,93.0,-6.518084141721138
chung,7.0,-9.10477348581908
ngo's,8.0,-8.971242093194558
tolerance,11.0,-8.652788362076024
dish,17.0,-8.217470290818177
podría,30.0,-7.649486253212238
warmth,7.0,-9.10477348581908
voluntarily,7.0,-9.10477348581908
medicaid,6.0,-9.25892416564634
organs,7.0,-9.10477348581908
master's,35.0,-7.49533557338498
logos,63.0,-6.907548908482861
color.we,17.0,-8.217470290818177
sccm,6.0,-9.25892416564634
flip,60.0,-6.956339072652293
annually,47.0,-7.200536033164335
popped,27.0,-7.754846768870065
seemingly,12.0,-8.565776985086394
francis,10.0,-8.748098541880347
rwanda,11.0,-8.652788362076024
arrive,60.0,-6.956339072652293
fascinated,41.0,-7.337111568170086
biking,12.0,-8.565776985086394
import,285.0,-5.398194454605743
digital,1116.0,-4.033177491933138
faculty,12.0,-8.565776985086394
surgery,52.0,-7.099439916292966
finished,310.0,-5.314111337395202
softiki.com,23.0,-7.9151894189452445
adesuyi,25.0,-7.831807810006193
jack,98.0,-6.465716156203822
npo,12.0,-8.565776985086394
damaging,8.0,-8.971242093194558
toby,23.0,-7.9151894189452445
cashew,6.0,-9.25892416564634
mary,138.0,-6.123429949717189
backend,29.0,-7.68338780488792
consecutive,20.0,-8.054951361320402
parker,17.0,-8.217470290818177
channeled,15.0,-8.342633433772184
wat,8.0,-8.971242093194558
minna,9.0,-8.853459057538174
dominic,17.0,-8.217470290818177
capitol,24.0,-7.872629804526448
1b,9.0,-8.853459057538174
cartier,6.0,-9.25892416564634
adjustment,19.0,-8.106244655707954
bankruptcy,21.0,-8.006161197150972
accolades,12.0,-8.565776985086394
devices,78.0,-6.693974808184802
mixes,6.0,-9.25892416564634
229,9.0,-8.853459057538174
pieces,206.0,-5.722807466084813
streaming,34.0,-7.524323110258233
bluemountainnew,10.0,-8.748098541880347
unit,141.0,-6.101923744496226
inquire,48.0,-7.179482623966503
lou,308.0,-5.320583851900819
lin,24.0,-7.872629804526448
muchísimos,6.0,-9.25892416564634
uncle,18.0,-8.160311876978229
miami,76.0,-6.719950294588062
stalls,12.0,-8.565776985086394
climate,37.0,-7.439765722230169
missy,6.0,-9.25892416564634
bonjour,61.0,-6.939809770701083
czech,32.0,-7.584947732074667
médicos,6.0,-9.25892416564634
psychotherapy,10.0,-8.748098541880347
978,17.0,-8.217470290818177
protege,8.0,-8.971242093194558
prove,156.0,-6.000827627624857
rentable,7.0,-9.10477348581908
acerca,21.0,-8.006161197150972
fundraising,291.0,-5.377360367702901
justified,7.0,-9.10477348581908
dictate,9.0,-8.853459057538174
acting,43.0,-7.289483519180831
link,1320.0,-3.8652966192939773
realize,323.0,-5.273031311651738
nidhi,6.0,-9.25892416564634
chrome,16.0,-8.278094912634613
leore,37.0,-7.439765722230169
lindz,6.0,-9.25892416564634
foreclosure,18.0,-8.160311876978229
"5,000",38.0,-7.413097475148008
michaela,55.0,-7.043350449641923
shortage,13.0,-8.485734277412858
socal,9.0,-8.853459057538174
label,161.0,-5.969279269889931
suggest,1284.0,-3.892948150624487
